TR:CASP8,TR:CDK2,TR:DUSP6,TR:EIF2AK2,TR:ERBB2,TR:FN1,TR:HSPB1,TR:ITGAL,TR:KDR,TR:LYN,TR:MDM4,TR:NR4A1,TR:SMAD6,TR:SPP1,TR:STK11,TR:VASP,TR:YAP1,TR:ACTBi,TR:AKT1i,TR:BADi,TR:BAXi,TR:BCL2i,TR:BCL2L11i,TR:BIDi,TR:BIRC2i,TR:BIRC5i,TR:BRAFi,TR:CASP9i,TR:CBLi,TR:CCND1i,TR:CCND3i,TR:CCNE1i,TR:CCNE2i,TR:CDK4i,TR:CDKN1Ai,TR:CDKN2Ai,TR:CREB1i,TR:CTNNA1i,TR:CTNNB1i,TR:EGFRi,TR:EGLN1i,TR:ERBB3i,TR:FOXO3i,TR:GAB2i,TR:HIF1Ai,TR:IGF1Ri,TR:ITGA2i,TR:ITGB3i,TR:KITi,TR:LCKi,TR:LEF1i,TR:MAP2K1i,TR:MAPK1i,TR:MAPK14i,TR:MAPK9i,TR:MDM2i,TR:MTORi,TR:MYCi,TR:PIK3CAi,TR:PRKCAi,TR:CDKN1Bi,TR:PTENi,TR:PTK2i,TR:PTPN11i,TR:RELAi,TR:RPS6KB1i,TR:SFNi,TR:SMAD2i,TR:SMAD3i,TR:SMAD4i,TR:SMAD5i,TR:SOCS2i,TR:SRCi,TR:STAT1i,TR:STAT3i,TR:TP53i,TR:XIAPi,TR:YWHAEi,TR:YWHAZi,DA:ARC,DA:BAK1,DA:BCL2L1,DA:CASP3,DA:CAV1,DA:CCNB1,DA:CD44,DA:CD74,DA:EIF2S1,DA:GAPDH,DA:JUNB,DA:MAPT,DA:MCL1,DA:PDK1,DA:PIM1,DA:PIM2,DA:PPARG,DA:PTGS2,DA:RPS6,DA:SMAD1,DA:STMN1,DA:TSC2,DA:VHL,DV:ARC,DV:BAK1,DV:BCL2L1,DV:CASP3,DV:CAV1,DV:CCNB1,DV:CD44,DV:CD74,DV:EIF2S1,DV:GAPDH,DV:JUNB,DV:MAPT,DV:MCL1,DV:PDK1,DV:PIM1,DV:PIM2,DV:PPARG,DV:PTGS2,DV:RPS6,DV:SMAD1,DV:STMN1,DV:TSC2,DV:VHL,N,"resp,simple"
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,368647824632769","0,206757859990988","0,41990150648365","0,391471531990694","0,388508246520902","0,381226172429731","0,246015315908435","0,251063001835815","0,498138272116425","0,36769262614022","0,529027955075827","0,390040216783667","0,01876036277851","0,184623562254189","0,324205494741228","0,520133206177717","0,346931369495834","0,289293147736652","0,375455681001567","0,455670586826097","0,234457167639763","0,311486949679129","0,257265202263831",43,CR
0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,233792118326382","0,297393802606851","0,387582273506817","0,259300224355096","0,275878326977693","0,275786902957033","0,390101613402826","0,287542612748395","0,236594064062127","0,294287378000762","0,248113666281077","0,322073115714563","0,383282653098335","0,468581948216416","0,21229066520014","0,276349642969659","0,321644847000214","0,264839032390798","0,221650729382206","0,348439388663527","0,281383142040042","0,235997751104522","0,260232750124042",44,CR
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,272963224460309","0,325843016562538","0,326374548255022","0,414352125262205","0,175329049036174","0,461316669685155","0,312960531872144","0,470425009981009","0,304519030052216","0,310397309770863","0,330588769546809","0,227330958195486","0,440488946867558","0,390039662952783","0,140195323773854","0,320867172770166","0,08994018685325","0,280243810890586","0,348156551679959","0,309791183291259","0,335503254184723","0,248752211213012","0,376041717591994",46,CR
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,40078104346642","0,29716631135849","0,269360187828965","0,247863615037726","0,418557682618547","0,296648810866085","0,276028350922075","0,226345216381263","0,270440747675984","0,256706637000979","0,377564158997598","0,411742429089555","0,43698488517845","0,51072559204061","0,324903099097001","0,296590264463366","0,322761734228356","0,276703861138593","0,215052796103874","0,282008874155242","0,229463040961095","0,283242972715545","0,317323657850328",47,CR
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,307823082747744","0,313664916224039","0,318965378394362","0,261536283823723","0,446121704111766","0,286662028444329","0,228975920662805","0,332488942905219","0,453602896629319","0,534628963883767","0,523232328065883","0,296859407317675","0,343698159096068","0,373214214908069","0,359049879772046","0,210795538907683","0,384647806421356","0,207082850228411","0,222619243231413","0,44030572986582","0,309676275369286","0,327222959857365","0,346151760258506",48,CR
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,198647724321029","0,347921929984406","0,362441260012926","0,387792221239244","0,446937062480375","0,273716941797176","0,300309746184504","0,252672106122809","0,372713305703743","0,404651892955137","0,461900874853743","0,346980867726904","0,318112030482966","0,364840296066292","0,282800936838068","0,244243859894417","0,399864161106281","0,182873751806516","0,292897218772891","0,334326086696353","0,50197915385726","0,533239172724297","0,335190626630095",49,CR
0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,024176147770085","0,343389816789786","0,478879522422381","0,098248985129045","0,415197277435435","0,103199146310379","0,54620255530349","0,276712390714019","0,291231203484341","0,199874149641961","0,352031126676527","0,559515235352857","0,414981264769793","0,396800214113629","0,465024309549763","0,334044676939545","0,442921802397023","0,449172899836838","0,150226156880542","0,542864453549058","0,587298274939069","0,263419922314112","0,37386551244561",50,CR
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,302649814022742","0,277434905640354","0,237170896377978","0,146836424306054","0,494968526365093","0,159788305110094","0,27651487680272","0,251789068549744","0,419871111236753","0,828060302870176","0,311066589473561","0,36538691900923","0,396438668138802","0,373288278387726","0,235497890354354","0,201163952416693","0,321587477390559","0,242611663635959","0,201395467440998","0,293012441019258","0,230229801032008","0,235790369481208","0,293286040166121",51,CR
0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,288413402485818","0,499216142310015","0,28167301279849","0,313714705029557","0,324382116171301","0,227113122693666","0,33513636056963","0,413889286774188","0,283623226176629","0,325853553621603","0,275066920800685","0,344698227813915","0,330336782069655","0,33997807414862","0,257251464202749","0,238438001229633","0,256014165309441","0,246623297225315","0,398451517035829","0,301045426385683","0,237340276193274","0,312366143329122","0,293192254642684",52,CR
0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,295677208854977","0,319620922935033","0,290639277353488","0,235069710618673","0,346143222654929","0,250283246196241","0,261207342286714","0,282346462010366","0,303006422238988","0,260064414971832","0,241117627053433","0,305713527307012","0,357121464606614","0,310312921197614","0,233244826147896","0,226683364534391","0,439444794460162","0,136083964052677","0,25916287306932","0,079241050021663","0,186822268745464","0,23812122077964","0,294065819667142",53,CR
0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,277520180655223","0,309298606080654","0,377161857113115","0,341048151238092","0,469473168704906","0,156291904729633","0,2101981123787","0,319612758417451","0,318785910761923","0,365089912674493","0,366100453780192","0,236214026915098","0,244219566933935","0,261205401258321","0,258486048800664","0,297407187094804","0,424473421464535","0,331166875328037","0,377858163138545","0,389730506346733","0,477917628452294","0,392593759165458","0,344487175987786",54,CR
1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,28944469145453","0,319497715131941","0,292096403621961","0,317157441014835","0,354270212534898","0,273697609118697","0,272722642978012","0,330307937259327","0,332458109009097","0,229931688931038","0,300826878608508","0,269071911884918","0,39938677650153","0,302243810380353","0,278908630221539","0,21695857099281","0,167279986517809","0,269341490154891","0,423301211470616","0,265119515230728","0,231117568523756","0,255066418390105","0,305856916877003",55,CR
0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,451008727457294","0,429304314323141","0,260798363434041","0,293175533677673","0,256957768588086","0,386215233791426","0,169254958712165","0,372412976495203","0,310444418400629","0,275572792851563","0,333858627673203","0,45912060222536","0,371111810319412","0,406172277481675","0,322543735598978","0,225456490306041","0,274341080212995","0,162513215389458","0,203810329209088","0,403653674168476","0,399826431809373","0,150635612404652","0,572362086985647",56,CR
0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,317722652136794","0,349549303442939","0,3622870309902","0,253051116558587","0,323148003227229","0,289443495929115","0,411408809482335","0,367250890091864","0,300283319520016","0,689633432582043","0,26109431217145","0,511831217446098","0,390391528204601","0,586327451324056","0,203174227510963","0,19573597679005","0,210854674375947","0,239143440837314","0,23302077362401","0,33968387041893","0,177972971221546","0,266881742328207","0,381539169836794",57,CR
0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,408427408156378","0,323033930009907","0,381623561755105","0,345100033068086","0,257126161386876","0,229045532867503","0,385455989741936","0,392298816734418","0,241368174369585","0,298992184183799","0,165257382525879","0,410233853637932","0,408765182219992","0,429192596587483","0,325544469714916","0,263927977687425","0,257771530692765","0,375569791906596","0,308634570321277","0,30189479612549","0,306993329793743","0,280726661216317","0,348663913287265",58,CR
0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,319451964709141","0,278363397040658","0,296757713285457","0,289933106738101","0,230768328254155","0,33336395556132","0,292291182498479","0,411657462043461","0,289894969120537","0,317758540868692","0,224076825877943","0,429849890595955","0,397437644359164","0,354174841117226","0,275503988591013","0,269392014874208","0,143116161289767","0,337574673345917","0,280558544831209","0,289287279381623","0,324654124294833","0,179165360306315","0,29250846071285",59,CR
0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,345842747490153","0,373988895418486","0,229426101098989","0,335451543306167","0,333579334560581","0,30999297743331","0,224604234000112","0,358466022043971","0,368353795292349","0,331846864583535","0,351398781818341","0,427153525632304","0,25007930641946","0,312215708165029","0,316689567649917","0,247031741313962","0,2549862668963","0,197144700112489","0,331892460798944","0,411852457234034","0,334008029770427","0,269980614786196","0,521033644432536",60,CR
0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,332273053003379","0,25064407064104","0,328699028100992","0,236412172708744","0,295794810444454","0,24659685205148","0,392160781160312","0,399244010785736","0,282353472815815","0,233850911929237","0,101161449172459","0,431000487359136","0,33133535576747","0,311391136936183","0,270322398576491","0,253373624647971","0,289625840873002","0,309592639435149","0,320487291949069","0,344750874975526","0,317110372079814","0,218738121055088","0,309945445987616",61,CR
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,357882472953684","0,289824091255609","0,358179722251477","0,293595849505409","0,419126140792886","0,362541765767365","0,371789441305694","0,390243727834909","0,447224254178093","0,351608414334358","0,304874661621651","0,346370721708436","0,275362022010703","0,358751850517129","0,289868852320359","0,242347023124566","0,251767976256773","0,286423613447653","0,178112791832621","0,29614579449525","0,296022928557568","0,211352960716595","0,251072795175935",62,CR
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,345552895352554","0,286161096493576","0,256834091361192","0,196948851373412","0,329857533372954","0,369637005617476","0,471130127905159","0,313717472845953","0,366295619011454","0,287235425938278","0,235338901976392","0,416814129333693","0,303341137465751","0,270237832937922","0,326430861047862","0,343068480698877","0,275386738121619","0,312203701173903","0,19775969970546","0,317346836235912","0,309575330854121","0,32235129703984","0,326975496577538",63,CR
1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,294622659769647","0,273121427083038","0,390845558361966","0,255279961507444","0,119559724075981","0,288299057314896","0,361921162859834","0,602295754253678","0,359215614360996","0,22385122626255","0,151463105211276","0,262043352849543","0,555813651389794","0,631610026850832","0,276244599637643","0,250046955983404","0,265177870072855","0,240962851558961","0,299368170905884","0,415213542022389","0,484575044639405","0,297630367449337","0,435027498424813",64,CR
1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,280407471875158","0,209292478349462","0,25179793519599","0,228178972069871","0,270203833943456","0,232974377269599","0,254673718396654","0,26343642819159","0,398601429478121","0,748737119851055","0,493874489706389","0,335060293731911","0,324901439499884","0,275927519804536","0,3276462677322","0,199133859163842","0,387754545240336","0,393079123751829","0,26689619991228","0,198793884271963","0,370576676774895","0,430172165311463","0,262231944475052",65,CR
0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,322238807375209","0,301783924356193","0,253104770584076","0,210869312481905","0,338244512789111","0,246884492991121","0,305160715552036","0,297927347581083","0,359757787367","0,296386392814362","0,30773416473657","0,319262208109788","0,436426443013906","0,387325169310227","0,343017054819664","0,321623113012712","0,379390089246483","0,372072424914511","0,157722499521653","0,326366713003115","0,341238396774112","0,256230989821805","0,295625415910882",66,CR
1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,297485208006662","0,402062704358495","0,418716373731935","0,288857079339563","0,219986349494819","0,440786166951803","0,33189863623073","0,471787350106284","0,1768703667422","0,301404613868289","0,196093100034453","0,448262152879235","0,426577533150199","0,401724600583199","0,25858868457954","0,241001817971564","0,15940906018542","0,374464784780201","0,283784663252003","0,251701189626554","0,206622019670042","0,318009737238513","0,343206767152687",68,CR
0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,330797382041701","0,419444178651955","0,340208279692372","0,267128455310466","0,247668025764014","0,250728849025597","0,37884072413263","0,477928103293193","0,315481434469954","0,280766496564712","0,257349149177299","0,307127432912117","0,41074218442141","0,289577347833279","0,257313265909003","0,192388820173842","0,223093709826452","0,168312751997206","0,305488549427276","0,29294581182999","0,278925224743179","0,272265554987315","0,262704183258321",69,CR
0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,146533115984657","0,311597962164064","0,375696894923722","0,212062730284961","0,311359864502338","0,439313634327967","0,534823968440516","0,272581445093114","0,430074820306788","0,252448096304224","0,412318486688881","0,372071630796622","0,317464390771508","0,304287249429932","0,32219657763092","0,401739676446364","0,400483741985648","0,206685456888962","0,3135452313295","0,262957416213827","0,297948655296093","0,24214137636228","0,240094574186644",70,CR
0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,273152443173576","0,367813914100316","0,365803006343184","0,292037280976438","0,293198355256567","0,246814806749034","0,343859133326264","0,272734857697533","0,213593303538033","0,337963498864724","0,230850058060053","0,405445303363731","0,419110468951046","0,384098008233383","0,202875755481244","0,164369249195771","0,207714015171475","0,309045373348152","0,409709509481711","0,291490327429801","0,216856518481371","0,343069176917931","0,36623164234542",71,CR
1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,286015817855166","0,334410912134793","0,354147059256328","0,283674175495907","0,355201888880917","0,227825087292188","0,330297977000577","0,397861699521011","0,333747740293614","0,480133175884829","0,28290962483892","0,383191413279128","0,345616087378376","0,33958114800293","0,303270553854839","0,208228127784359","0,315320467152887","0,361546657554525","0,22676452266907","0,295858950795558","0,320652538270364","0,241240495444161","0,277565737956403",73,CR
1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,395876821480925","0,273871756205878","0,309820650840762","0,274649006504977","0,31543750309226","0,293865869435163","0,235549894148902","0,501256774405965","0,272196292230169","0,285645272100597","0,301458722153296","0,241709148989208","0,448932998182788","0,357145979456256","0,208668112246373","0,280386508924611","0,232854049900014","0,168499741114669","0,322","0,354550929083209","0,247536800403096","0,200031820288216","0,316702623541209",74,CR
0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,58132432720719","0,245525255746023","0,356163406977457","0,292384468269546","0,300866621187164","0,24040659784595","0,24480137770663","0,188956535725526","0,199989914792007","0,195588919916298","0,362732856600733","0,259916619173726","0,471603650858005","0,465177200324398","0,281218300136829","0,316137348640054","0,398902252083412","0,236151061127017","0,286927577474756","0,365402984899459","0,156054048246929","0,211166228945957","0,333624813364288",75,CR
0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,346381785168871","0,257278610947738","0,341417563462408","0,341962698186943","0,0969001509175","0,321589749357158","0,272692775693514","0,463080846062182","0,466899928809796","0,253497347590721","0,143970321605395","0,411048591831913","0,52563825450244","0,513761825969154","0,264713897385572","0,255393827219376","0,261896492553977","0,379968202275347","0,397194232173293","0,484889962112468","0,267930802500121","0,266794890004764","0,398676654252052",76,CR
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,500349606999977","0,246680089923153","0,395826673638675","0,344058908165454","0,365208343282014","0,238062251226487","0,538264237888048","0,339578145586136","0,128776668300111","0,245006236372139","0,196791898800621","0,463224612955248","0,442387211867687","0,484103548237056","0,299101530492994","0,353644966011302","0,42503580455897","0,44314642402758","0,367517687834204","0,510896668360215","0,351677294081823","0,333642044674368","0,29993809131864",77,CR
